# Size	Hashing build-up O(n^2)	Hashing pre-processing O(n^2)Search-and-sort O(n^2log(n))
2	0.104	0.117	0.002
4	0.013	0.011	0.003
6	0.013	0.015	0.002
8	0.017	0.022	0.003
10	0.025	0.033	0.004
12	0.033	0.041	0.006
14	0.049	0.093	0.008
16	0.104	0.117	0.007
18	0.079	0.098	0.009
20	0.095	0.109	0.013
22	0.105	0.117	0.014
24	0.136	0.15	0.016
26	0.156	0.177	0.026
28	0.211	0.213	0.022
30	0.213	0.222	0.024
32	0.238	0.25	0.029
34	0.269	0.275	0.035
36	0.307	0.309	0.039
38	0.357	0.436	0.044
40	0.479	0.42	0.051
42	0.479	0.525	0.055
44	0.529	0.501	0.095
46	0.543	0.576	0.07
48	0.569	0.552	0.071
50	0.759	0.722	0.102
52	0.634	0.606	0.084
54	0.642	0.708	0.097
56	0.704	1.144	0.138
58	0.932	1.015	0.135
60	0.777	0.884	0.117
62	0.827	0.993	0.124
64	0.883	0.899	0.133
66	0.987	0.963	0.141
68	1.191	1.165	0.16
70	1.196	1.063	0.171
72	1.226	1.422	0.177
74	1.217	1.247	0.201
76	1.469	1.269	0.205
78	1.329	1.288	0.248
80	1.393	1.474	0.22
82	1.446	2.034	0.258
84	1.771	1.758	0.256
86	1.598	1.646	0.266
88	1.654	1.755	0.29
90	1.756	1.76	0.284
92	1.972	1.984	0.311
94	1.91	2.104	0.338
96	2.003	2.161	0.34
98	2.129	2.274	0.452
100	2.22	2.132	0.374
102	2.242	2.206	0.439
104	2.543	2.435	0.408
106	2.558	2.502	0.437
108	2.459	2.423	0.439
110	2.568	2.547	0.475
112	2.872	2.527	0.455
114	2.663	2.633	0.51
116	3.053	2.993	0.547
118	3.144	3.402	0.556
120	2.955	2.964	0.569
122	3.067	3.009	0.527
124	2.992	3.173	0.62
126	3.198	3.393	0.602
128	3.438	3.721	0.639
130	3.473	3.627	0.681
132	3.711	3.631	0.665
134	3.799	4.356	0.769
136	4.49	4.467	0.883
138	4.611	4.757	0.783
140	4.421	4.192	0.801
142	4.637	4.251	0.843
144	4.599	4.145	0.687
146	3.562	4.286	0.974
148	4.946	4.607	0.897
150	5.368	5.554	0.94
152	4.964	4.882	0.978
154	5.301	4.753	0.951
156	5.211	4.918	0.952
158	5.033	4.972	1.035
160	5.512	5.089	1.018
162	5.385	5.148	1.054
164	5.516	5.106	1.053
166	5.655	5.429	1.12
168	6.801	5.738	1.187
170	6.186	5.623	1.188
172	6.287	6.796	1.269
174	6.33	6.071	1.203
176	6.475	6.062	1.189
178	7.159	6.622	1.32
180	6.813	6.362	1.35
182	7.421	7.016	1.409
184	6.971	6.982	1.373
186	7.465	6.885	1.411
188	7.251	7.547	1.498
190	7.597	7.085	1.278
192	7.067	6.997	1.496
194	7.86	7.85	1.7
196	8.173	7.854	1.662
198	8.964	7.813	1.625
200	8.178	7.647	1.668
202	9.011	8.235	1.787
204	8.52	8.053	1.75
206	8.999	8.883	1.992
208	9.129	9.947	1.953
210	9.73	8.927	1.988
212	10.393	11.378	2.146
214	10.309	9.1	2.076
216	9.963	9.266	2.106
218	10.377	9.399	2.3
220	9.793	9.502	2.096
222	10.398	9.014	2.137
224	10.218	9.24	2.418
226	10.357	9.182	2.068
228	11.277	10.359	2.423
230	12.13	11.418	2.627
232	12.323	10.844	2.655
234	12.067	10.328	2.583
236	12.311	10.879	2.8
238	12.905	13.002	2.707
240	13.031	12.303	2.747
242	13.361	10.884	2.841
244	13.127	11.458	2.764
246	13.106	11.697	2.899
248	12.978	11.02	3.095
250	12.852	10.861	2.684
252	13.04	10.731	2.728
254	12.656	9.974	2.661
256	13.242	11.334	2.757
258	13.586	11.141	2.936
260	13.191	13.022	3.07
262	14.34	12.567	3.162
264	14.854	12.79	3.043
266	14.483	12.694	3.07
268	14.446	12.334	3.087
270	14.229	13.5	3.407
272	15.685	12.96	3.078
274	14.272	12.787	3.246
276	15.401	13.119	3.986
278	15.586	13.44	3.635
280	15.403	12.574	3.363
282	15.622	13.461	3.441
284	16.273	13.015	3.382
286	15.647	14.302	3.774
288	16.807	14.081	3.556
290	15.937	14.442	3.847
292	16.838	14.285	3.644
294	17.519	14.265	4
296	17.64	14.854	3.905
298	18.177	15.268	3.902
300	19.667	14.638	4.052
302	18.261	14.109	4.054
304	18.368	14.453	4.291
306	17.563	14.5	4.719
308	17.892	15.169	4.455
310	19.629	15.632	4.914
312	19.582	15.091	4.037
314	19.477	15.138	4.293
316	20.264	15.208	4.779
318	19.318	15.737	4.309
320	19.519	18.821	4.891
322	19.825	16.008	4.714
324	19.699	14.984	4.416
326	20.757	16.115	4.586
328	20.351	16.41	5.03
330	22.634	17.091	5.194
332	22.96	17.647	5.405
334	21.776	16.799	5.186
336	21.58	15.979	5.187
338	21.85	17.009	5.218
340	21.395	16.581	5.169
342	22.115	16.909	5.457
344	23.761	17.649	5.375
346	22.443	17.376	5.442
348	23.801	17.764	6.434
350	25.218	18.65	6.033
352	25.249	19.216	5.865
354	24.31	18.831	5.651
356	24.667	17.101	5.649
358	24.348	17.306	6.091
360	25.596	18.733	5.893
362	26.666	19.189	6.045
364	26.328	18.462	6.477
366	25.42	24.801	6.877
368	30.722	22.168	7.059
370	31.242	23.135	7.261
372	30.024	19.528	6.928
374	26.951	20.639	6.611
376	25.683	18.073	6.338
378	27.023	20.833	6.696
380	29.179	19.746	6.958
382	30.95	19.149	6.594
384	28.921	19.268	7.421
386	28.157	21.102	7.801
388	30.007	19.839	7.532
390	30.042	20.616	7.092
392	28.791	19.858	6.871
394	29.473	21.588	7.47
396	32.296	21.345	7.134
398	30.971	22.783	8.433
400	39.349	24.123	8.565
402	33.335	21.462	7.774
404	31.793	23.315	8.035
406	33.185	21.284	7.36
408	33.323	21.788	7.328
410	30.569	21.374	7.843
412	31.341	21.271	8.008
414	32.108	22.216	8.583
416	32.281	23.473	8.108
418	34.187	24.334	8.809
420	35.299	23.055	9.198
422	34	22.112	8.161
424	34.353	21.629	8.481
426	33.438	22.308	8.91
428	35.621	24.979	8.779
430	38.11	23.059	8.811
432	35.335	22.461	8.985
434	34.418	22.274	8.374
436	34.634	23.161	9.067
438	36.407	24.618	9.57
440	38.726	25.191	9.569
442	36.607	23.918	9.057
444	36.87	26.388	10.809
446	47.248	28.799	10.719
448	41.184	26.096	9.806
450	39.534	25.239	9.806
452	41.254	26.494	10.337
454	39.92	25.952	10.349
456	39.546	25.113	10.657
458	40.509	25.299	10.499
460	41.856	25.461	11.944
462	42.368	25.85	11.467
464	42.35	26.217	10.294
466	41.279	24.748	10.926
468	43.765	25.506	11.811
470	44.085	26.547	11.096
472	45.551	26.442	11.131
474	44.189	27.889	11.175
476	43.79	26.498	11.404
478	44.11	26.48	11.136
480	44.005	29.931	11.336
482	44.026	28.332	11.494
484	45.703	28.68	11.895
486	44.456	29.142	11.856
488	45.483	29.068	11.902
490	46.737	29.504	11.611
492	48.133	29.708	12.046
494	46.975	30.516	12.359
496	47.418	30.125	12.776
498	48.665	31.32	12.535
500	48.957	29.859	12.108
502	47.155	29.443	12.54
504	48.564	29.894	12.295
506	48.321	29.874	12.215
508	47.051	30.476	12.621
510	47.377	27.405	12.68
512	48.123	30.526	13.165
514	49.674	30.151	12.609
516	49.31	30.216	12.941
518	50.8	29.965	13.27
520	49.503	27.959	12.187
522	51.408	31.468	13.18
524	50.876	30.368	14.015
526	51.817	31.17	13.406
528	53.191	30.14	14.111
530	54.566	31.571	14.126
532	55.03	32.415	14.318
534	63.188	44.594	17.905
536	63.151	31.78	13.296
538	55.954	32.681	15.259
540	55.848	35.065	14.785
542	58.448	33.971	15.174
544	55.818	32.305	14.741
546	56.056	32.166	14.77
548	58.088	31.829	15.03
550	58.639	31.197	14.376
552	57.654	34.101	15.164
554	59.161	33.18	15.617
556	59.748	34.126	16.249
558	67.842	37.868	17.316
560	62.314	35.393	16.414
562	59.808	32.98	14.943
564	59.219	32.661	15.11
566	55.572	31.764	14.127
568	56.094	32.772	15.68
570	61.962	32.898	16.333
572	58.301	31.745	15.97
574	61.319	35.966	16.242
576	61.24	33.419	16.197
578	60.643	33.625	17.002
580	61.926	34.003	16.603
582	59.537	33.631	16.438
584	61.617	32.514	15.72
586	61.372	33.027	15.686
588	62.079	35.554	17.033
590	63.335	32.696	16.675
592	65.951	37.793	18.601
594	67.509	36.56	18.958
596	71.031	38.802	19.39
598	68.334	35.844	17.585
600	62.969	32.779	17.69
602	69.515	37.539	18.439
604	66.041	35.703	18.617
606	66.043	38.017	18.909
608	71.978	37.931	19.644
610	66.217	34.842	18.507
612	71.197	38.797	19.582
614	69.698	40.317	19.287
616	74.034	39.582	19.698
618	69.922	36.315	18.98
620	73.235	37.359	19.868
622	67.701	34.358	19.132
624	71.181	37.499	19.269
626	72.851	40.04	21.099
628	75.004	35.91	19.285
630	73.393	37.705	19.739
632	76.927	38.238	20.351
634	73.662	39.474	21.178
636	75.988	40.95	19.907
638	76.768	41.519	21.27
640	75.578	38.815	20.096
642	79.392	39.136	20.708
644	74.944	38.254	21.205
646	78.075	43.689	22.201
648	80.103	39.431	21.86
650	79.579	35.353	19.464
652	75.229	37.896	21.483
654	80.904	40.92	20.975
656	92.665	43.923	22.967
658	80.927	40.218	22.457
660	80.526	40.332	22.348
662	78.706	37.764	21.358
664	82.883	41.748	23.47
666	86.076	42.194	23.528
668	89.504	66.112	27.645
670	99.04	46.355	25
672	96.102	48.963	26.734
674	102.751	51.625	28.427
676	102.276	49.956	24.659
678	89.586	41.243	24.836
680	86.077	41.608	24.269
682	87.067	38.699	22.707
684	82.638	39.346	23.226
686	85.93	41.886	24.18
688	84.071	38.448	22.872
690	85.488	44.845	24.567
692	83.859	40.175	23.697
694	89.999	41.903	23.966
696	87.376	40.194	25.431
698	87.85	40.602	23.985
700	89.808	39.148	24.31
702	90.648	41.949	26.438
704	89.928	42.37	25.872
706	91.523	44.641	25.222
708	90.112	42.579	25.83
710	87.318	41.544	25.085
712	94.021	40.943	25.617
714	88.826	43.003	27.597
716	94.185	44.02	26.981
718	93.742	41.035	25.209
720	93.009	39.696	24.207
722	88.045	41.328	25.748
724	94.389	44.686	27.644
726	91.706	41.655	25.85
728	91.564	43.698	27.188
730	102.412	45.769	27.891
732	115.391	47.877	28.553
734	100.664	46.184	27.576
736	99.806	46.117	28.494
738	94.745	41.919	27.16
740	97.874	45.615	28.196
742	101.599	43.833	28.671
744	100.139	46.03	28.804
746	98.603	44.087	28.16
748	98.177	46.967	28.795
750	100.047	42.789	29.434
752	105.614	49.32	31.037
754	100.007	44.738	28.388
756	100.398	45.816	28.657
758	105.75	44.056	29.183
760	102.694	44.139	29.856
762	101.108	47.71	29.873
764	110.341	48.405	28.877
766	103.856	43.615	29.684
768	101.432	47.446	31.096
770	104.369	45.334	28.825
772	107.382	46.717	30.813
774	105.626	46.586	30.663
776	105.822	46.3	30.782
778	107.901	50.301	31.868
780	106.368	44.707	31.441
782	108.866	46.91	31.986
784	107.739	47.984	31.26
786	119.62	55.067	35.294
788	126.885	49.938	32.424
790	110.118	48.085	33.584
792	113.102	48.106	33.316
794	158.989	70.173	41.666
796	141.722	73.36	39.302
798	154.951	67.739	39.473
800	156.421	76.056	38.822
802	149.935	71.56	40.475
804	141.091	71.454	40.132
806	141.981	64.493	40.159
808	133.982	62.767	38.272
810	130.853	59.92	39.146
812	130.43	59.027	37.176
814	134.054	67.734	41.909
816	133.668	67.534	40.726
818	143.9	64.719	41.099
820	136.649	65.371	40.722
822	138.579	61.344	41.019
824	130.288	61.488	42.013
826	140.289	59.682	38.914
828	129.06	58.903	41.033
830	136.478	71.904	42.501
832	146.446	59.709	40.607
834	164.162	83.298	44.821
836	154.462	68.016	42.189
838	149.455	74.258	45.288
840	166.378	81.205	44.707
842	157.671	75.133	44.406
844	160.825	77.469	43.661
846	159.88	73.861	45.627
848	161.829	71.074	44.608
850	162.457	80.274	45.629
852	141.69	58.677	40.32
854	134.791	59.518	41.637
856	142.205	58.451	43.029
858	138.172	59.461	41.307
860	142.005	80.546	45.346
862	150.846	62.236	42.627
864	152.021	63.801	42.548
866	152.007	70.811	43.855
868	139.729	62.779	42.85
870	140.3	72.871	37.645
872	155.003	91.249	41.85
874	141.363	56.155	36.716
876	140.844	73.534	44.743
878	155.156	95.726	48.707
880	148.204	59.464	42.578
882	141.028	57.559	38.216
884	133.592	51.687	37.448
886	131.899	52.822	38.69
888	133.934	55.308	39.104
890	136.111	69.699	47.795
892	155.211	62.003	42.117
894	156.907	83.697	51.622
896	160.295	71.028	47.316
898	155.92	66.122	49.569
900	162.721	63.298	49.52
902	162.509	69.164	48.726
904	160.161	64.273	48.121
906	171.094	79.146	51.115
908	181.177	71.006	46.167
910	163.18	67.402	50.17
912	156.885	68.417	48.869
914	163.012	72.19	52.468
916	189.483	82.973	53.899
918	184.348	80.882	52.307
920	174.004	71.594	49.066
922	171.569	69.553	49.972
924	161.392	68.973	47.228
926	164.713	81.356	54.386
928	188.981	87.705	53.646
930	186.167	76.367	52.92
932	180.132	70.882	51.063
934	191.157	82.195	57.391
936	186.942	64.876	49.18
938	184.069	81.545	53.708
940	177.955	66.167	46.823
942	165.866	64.602	49.738
944	166.357	74.417	53.855
946	193.522	91.743	57.436
948	199.45	84.945	58.181
950	191.077	73.741	52.328
952	170.943	73.717	51.036
954	162.998	65.641	49.181
956	160.535	99.102	57.858
958	187.208	73.76	51
960	160.791	65.046	54.243
962	173.938	66.942	50.404
964	163.495	63.333	50.162
966	163.548	62.522	50.718
968	169.016	72.334	53.164
970	174.841	67.079	51.365
972	179.382	94.573	61.96
974	203.815	84.062	57.141
976	174.818	85.441	61.479
978	210.525	82.515	61.307
980	220.744	91.533	60.525
982	202.031	77.312	59.27
984	209.085	79.722	56.802
986	197.142	79.532	59.11
988	215.047	101.259	65.382
990	217.977	89.702	59.34
992	192.049	86.97	65.618
994	200.741	83.353	59.701
996	205.525	93.126	62.278
998	204.429	71.426	54.788
1000	175.44	78.588	57.273
1002	190.556	85.337	64.718
1004	198.675	83.12	58.816
1006	196.071	88.186	61.093
1008	203.108	84.904	61.228
1010	181.87	65.976	56.904
1012	179.359	74.182	62.057
1014	183.221	82.317	64.006
1016	187.496	82.874	59.92
1018	197.242	79.639	61.825
1020	230.076	92.691	65.699
1022	190.704	76.066	59.408
1024	198.335	80.614	61.443
1026	195.768	80.733	61.581
1028	210.495	91.376	65.052
1030	201.502	79.714	62.627
1032	211.679	85.531	62.788
1034	204.619	79.147	63.189
1036	196.319	81.452	66.575
1038	210.136	81.808	63.554
1040	205.34	80.117	65.905
1042	209.863	84.817	67.853
1044	216.524	89.404	67.573
1046	217.89	94.13	67.929
1048	211.491	91.578	66.814
1050	213.383	78.934	67.688
1052	201.868	79.796	64.028
1054	196.455	81.152	61.182
1056	210.256	80.492	62.559
1058	210.153	108.393	71.995
1060	230.761	80.225	62.556
1062	199.586	72.548	60.734
1064	191.139	104.649	68.954
1066	197.58	71.763	60.691
1068	219.817	84.896	63.168
1070	209.02	86.006	65.801
1072	203.846	75.912	64.146
1074	220.257	80.581	62.047
1076	209.519	83.961	65.277
1078	215.35	80.135	64.585
1080	206.495	78.729	67.151
1082	211.368	78.49	64.455
1084	211.927	82.655	72.995
1086	219.911	79.801	65.418
1088	227.606	80.417	63.085
1090	202.794	72.312	65.043
1092	214.709	82.971	69.116
1094	208.852	79.236	65.172
1096	212.298	79.459	64.016
1098	201.533	77.974	65.519
1100	210.105	74.708	66.99
1102	207.159	79.43	66.966
1104	209.885	78.389	67.836
1106	210.315	77.582	64.822
1108	208.009	76.559	68.233
1110	214.325	81.296	69.629
1112	221.509	76.451	69.763
1114	211.75	76.94	68.082
1116	220.045	94.303	76.271
1118	218.301	75.675	68.062
1120	218.231	79.645	70.004
1122	224.497	78.944	70.894
1124	221.662	74.127	67.22
1126	215.978	76.596	67.848
1128	214.363	76.426	65.289
1130	216.977	74.723	68.055
1132	219.112	79.308	64.477
1134	217.18	78.38	65.824
1136	221.422	75.763	67.604
1138	221.681	81.636	72.199
1140	220.133	82.354	71.496
1142	225.116	79.552	71.434
1144	234.463	82.552	73.44
1146	230.263	84.535	71.378
1148	228.644	80.771	80.783
1150	235.611	81.111	70.475
1152	227.473	84.665	72.202
1154	232.442	80.784	72.266
1156	232.95	98.965	84.958
1158	302.828	94.608	72.246
1160	252.85	78.419	69.692
1162	233.886	93.358	75.768
1164	223.164	93.847	73.128
1166	241.932	89.827	74.109
1168	276.466	97.549	82.527
1170	238.218	82.66	77.535
1172	237.658	83.731	75.143
1174	234.953	93.576	76.722
1176	235.253	83.607	73.764
1178	247.292	104.25	85.687
1180	255.628	87.473	77.531
1182	236.421	88.021	75.186
1184	238.311	82.884	77.787
1186	240.847	90.723	74.566
1188	244.355	85.709	79.572
1190	235.906	79.437	72.409
1192	244.983	88.199	78.474
1194	241.15	85.642	78.448
1196	243.865	86.763	77.739
1198	244.72	88.378	78.433
1200	247.531	87.147	80.097
1202	243.131	84.142	76.158
1204	243.968	86.107	79.809
1206	252.489	83.051	80.005
1208	266.825	86.678	78.774
1210	249.485	86.328	79.076
1212	261.741	86.331	78.945
1214	257.314	84.971	79.444
1216	249.359	85.303	78.385
1218	251.069	87.911	77.42
1220	283.448	91.409	78.874
1222	253.018	80.91	80.305
1224	259.761	84.214	81.577
1226	255.326	85.591	83.176
1228	253.168	83.314	80.179
1230	258.864	84.371	77.486
1232	259.142	86.121	80.974
1234	253.414	91.298	84.337
1236	285.542	86.1	91.104
1238	269.193	89.162	81.821
1240	260.144	87.999	83.412
1242	260.544	83.511	78.779
1244	259.495	91.831	85.287
1246	266.552	91.42	83.444
1248	264.478	92.364	84.016
1250	260.832	89.646	81.17
1252	261.359	94.462	84.951
1254	261.965	89.23	82.103
1256	268.661	88.691	81.812
1258	271.947	100.865	89.266
1260	281.66	112.096	92.105
1262	298.428	89.141	83.513
1264	268.694	91.168	83.853
1266	273.235	86.9	87.999
1268	272.79	94.92	87.105
1270	273.809	88.564	86.332
1272	276.704	92.689	84.18
1274	268.967	91.963	92.066
1276	299.09	93.076	85.932
1278	272.783	94.153	90.995
1280	273.308	91.964	84.196
1282	276.203	90.697	87.053
1284	308.417	94.4	86.645
1286	280.152	91.782	88.356
1288	281.812	96.378	93.11
1290	285.159	93.071	92.672
1292	279.502	99.151	94.411
1294	280.63	91.454	86.868
1296	280.071	96.36	89.479
1298	281.279	91.983	90.46
1300	279.746	92.453	88.423
1302	288.593	94.237	93.638
1304	284.052	105.008	92.806
1306	290.274	90.464	90.548
1308	293.6	96.336	92.627
1310	293.749	95.937	94.557
1312	286.758	97.426	91.15
1314	303.793	98.952	91.586
1316	290.303	98.661	97.546
1318	294.693	97.706	91.993
1320	293.691	96.542	90.29
1322	292.531	96.564	94.721
1324	300.866	121.298	116.067
1326	339.913	97.407	96.271
1328	300.301	103.506	100.211
1330	320.556	94.391	91.888
1332	300.8	101.607	96.587
1334	307.376	95.795	96.067
1336	301.756	102.104	98.627
1338	305.442	96.024	92.453
1340	302.487	101.945	98.871
1342	301.128	99.894	94.992
1344	300.362	103.278	102.566
1346	303.714	100.163	98.53
1348	327.731	119.987	98.876
1350	313.397	101.389	97.875
1352	311.367	107.044	103.61
1354	335.879	99.756	103.342
1356	311.307	104.922	97.428
1358	314.713	96.301	96.266
1360	314.528	98.053	100.744
1362	324.101	120.916	100.807
1364	316.342	103.035	101.386
1366	316.294	101.243	104.609
1368	315.659	104.678	99.923
1370	316.249	102.636	106.499
1372	315.468	100.874	105.645
1374	316.551	104.532	101.641
1376	335.201	119.368	105.162
1378	315.741	103.568	102.761
1380	321.36	108.92	103.345
1382	317	104.518	105.048
1384	325.197	107.247	108.986
1386	319.162	106.847	104.576
1388	321.135	103.226	104.686
1390	330.672	112.614	105.808
1392	320.103	103.86	105.625
1394	321.972	108.33	104.464
1396	326.003	105.29	103.596
1398	354.757	113.278	106.743
1400	329.895	104.653	106.73
1402	370.308	115.844	109.355
1404	329.102	106.339	108.561
1406	335.392	109.296	111.004
1408	334.34	115.927	108.259
1410	339.861	109.791	107.31
1412	342.955	121.545	113.451
1414	342.692	108.782	106.987
1416	334.76	110.921	108.65
1418	340.3	108.046	107.637
1420	370.206	107.201	105.325
1422	347.375	118.974	114.441
1424	337.8	105.736	106.562
1426	347.926	106.184	108.736
1428	337.211	106.912	109.244
1430	348.015	110.715	113.695
1432	345.497	109.448	115.372
1434	345.714	110.994	107.843
1436	348.657	117.976	115.892
1438	352.584	112.892	111.75
1440	348.898	113.061	124.155
1442	364.88	109.687	114.411
1444	349.265	113.229	113.528
1446	356.278	118.579	115.185
1448	347.622	112.236	112.201
1450	355.481	113.967	114.206
1452	356.929	112.152	112.943
1454	354.464	115.075	114.476
1456	348.889	114.906	129.942
1458	379.143	140.63	118.985
1460	385.959	132.65	135.401
1462	434.576	151.828	140.155
1464	384.736	128.218	127.977
1466	369.599	116.843	116.983
1468	365.625	114.233	113.603
1470	365.595	111.56	116.545
1472	360.814	111.235	115.116
1474	365.567	116.493	119.331
1476	369.295	110.26	121.286
1478	371.114	112.693	115.879
1480	374.007	119.622	118.939
1482	416.198	129.752	123.632
1484	368.451	111.227	120.721
1486	371.288	115.974	122.015
1488	366.67	113.316	121.673
1490	375.504	121.074	122.492
1492	369.692	126.672	133.984
1494	394.251	126.307	128.203
1496	383.68	117.553	126.996
1498	385.445	116.187	120.08
1500	398.235	120.026	124.021
